2045.13, 0
2076.458, 0
2108.265, 0
2140.559, 0.004
2173.348, 0.009
2206.639, 0.014
2240.44, 0.019
2274.759, 0.024
2309.604, 0.028
2344.982, 0.033
2380.902, 0.038
2417.373, 0.042
2454.402, 0.042
2491.999, 0.042
2530.171, 0.042
2568.928, 0.042
2608.278, 0.042
2648.232, 0.042
2688.797, 0.042
2729.984, 0.042
2771.802, 0.042
2814.26, 0.042
2857.369, 0.046
2901.138, 0.055
2945.577, 0.064
2990.698, 0.074
3036.509, 0.083
3083.022, 0.092
3130.247, 0.102
3178.196, 0.111
3226.88, 0.12
3276.309, 0.134
3326.495, 0.154
3377.45, 0.174
3429.186, 0.194
3481.714, 0.213
3535.047, 0.233
3589.196, 0.253
3644.175, 0.272
3699.997, 0.292
3756.673, 0.293
3814.218, 0.293
3872.643, 0.293
3931.964, 0.293
3992.194, 0.293
4053.346, 0.293
4115.435, 0.293
4178.475, 0.293
4242.481, 0.3
4307.467, 0.316
4373.448, 0.331
4440.441, 0.347
4508.459, 0.363
4577.519, 0.378
4647.637, 0.394
4718.83, 0.409
4791.112, 0.425
4864.502, 0.441
4939.016, 0.456
5014.672, 0.472
5091.486, 0.488
5169.478, 0.503
5248.663, 0.519
5329.062, 0.535
5410.692, 0.55
5493.573, 0.564
5577.723, 0.578
5663.162, 0.592
5749.91, 0.606
5837.987, 0.62
5927.413, 0.634
6018.209, 0.648
6110.395, 0.662
6203.994, 0.675
6299.027, 0.686
6395.515, 0.698
6493.481, 0.71
6592.947, 0.722
6693.938, 0.734
6796.475, 0.745
6900.583, 0.76
7006.286, 0.78
7113.608, 0.799
7222.574, 0.819
7333.209, 0.839
7445.538, 0.858
7559.589, 0.878
7675.386, 0.898
7792.957, 0.918
7912.329, 0.934
8033.53, 0.949
8156.587, 0.965
8281.529, 0.981
8408.385, 0.996
8537.184, 1.012
8667.956, 1.028
8800.731, 1.043
8935.54, 1.046
9072.414, 1.046
9211.385, 1.046
9352.484, 1.046
9495.745, 1.046
9641.201, 1.046
9788.884, 1.046
9938.829, 1.046
10091.072, 1.043
10245.646, 1.032
10402.588, 1.022
10561.935, 1.011
10723.722, 1.001
10887.987, 0.99
11054.769, 0.98
11224.105, 0.97
11396.035, 0.951
11570.599, 0.914
11747.837, 0.877
11927.789, 0.841
12110.498, 0.804
12296.006, 0.767
12484.356, 0.711
12675.59, 0.645
12869.754, 0.578
13066.892, 0.512
13267.05, 0.479
13470.274, 0.453
13676.611, 0.426
13886.109, 0.4
14098.815, 0.362
14314.78, 0.251
14534.053, 0.14
14756.685, 0.029
14982.727, -0.081
15212.231, -0.192
15445.251, -0.329
15681.841, -0.495
15922.054, -0.661
16165.947, -0.828
16413.576, -1.226
16664.998, -1.651
16920.272, -1.873
17179.456, -2.094
17442.609, -2.327
17709.794, -2.576
17981.072, -2.837
18256.505, -3.251
18536.157, -3.664
18820.093, -4.078
19108.378, -4.492
19401.079, -4.767
19698.263, -5.015
20000, -5.282
20306.359, -5.57
20617.41, -5.858
20933.227, -6.146
